date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:04:55	322/322	---M--	200	added ('OK')	image/png	etag:%226a30daf9e1e8f09ece267ed041c394eb%22	http://cdn2.editmysite.com/images/common/blog/dark-blog-comment-pointer.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/common/blog/dark-blog-comment-pointer.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:55	637/637	---M--	200	added ('OK')	image/png	etag:%227b4f174af68d3a721595241fdbf06681%22	http://cdn2.editmysite.com/images/common/blog/dark-blog-comment-header-author.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/common/blog/dark-blog-comment-header-author.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:55	268/268	---M--	200	added ('OK')	image/png	etag:%228c691c59f4e81159c6d0064810e146ee%22	http://cdn2.editmysite.com/images/common/blog/dark-blog-comment-pointer-author.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/common/blog/dark-blog-comment-pointer-author.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:56	533775/533775	---M-Z	200	added ('OK')	application/javascript	etag:%22634f29b2-8250f%22	http://cdn2.editmysite.com/js/site/main-customer-accounts-site.js?buildTime=1666135064	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/js/site/main-customer-accounts-site721c.js	(from https://forestglasstest0.weebly.com/)
21:04:56	190/190	---M--	200	added ('OK')	image/png	etag:%226eae18b37734bdd476c2719148e6e33a%22	http://cdn2.editmysite.com/images/common/blog/dark-blog-comment-link.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/common/blog/dark-blog-comment-link.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:56	1097/1097	---M--	200	added ('OK')	image/gif	etag:%22a45c2acfc6ee89b5227a8424ca1e9666%22	http://cdn2.editmysite.com/images/util/general/blank.gif	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/util/general/blank.gif	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:56	371/371	---M--	200	added ('OK')	image/gif	etag:%22d935f4acf56e0b83218bbdb5835e4e23%22	http://cdn2.editmysite.com/images/common/lightbox/prevlabel.gif	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/common/lightbox/prevlabel.gif	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:56	354/354	---M--	200	added ('OK')	image/gif	etag:%22485d89b62f7af7f0ce9427bb9a636e7e%22	http://cdn2.editmysite.com/images/common/lightbox/nextlabel.gif	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/common/lightbox/nextlabel.gif	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:57	1050/1050	---M--	200	added ('OK')	image/png	etag:%226344533f-41a%22	http://cdn2.editmysite.com/sprites/util/inputs/checkmarkBox-s7868418152.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/sprites/util/inputs/checkmarkBox-s7868418152.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:57	1809/1809	---M--	200	added ('OK')	image/png	etag:%22634da0e9-711%22	http://cdn2.editmysite.com/sprites/util/inputs/checkmarkBox/@2x-s211a47d318.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/sprites/util/inputs/checkmarkBox/@2x-s211a47d318.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:57	2705/2705	---M--	200	added ('OK')	image/jpeg	etag:%22e8ea7fcf86cd3b4ed9a7697a20054c68%22	http://cdn2.editmysite.com/images/util/inputs/search-input-bg.jpg	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/util/inputs/search-input-bg.jpg	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:57	1651/1651	---M--	200	added ('OK')	image/png	etag:%224ef74bd17d24ca2f9d5a5fad76b25960%22	http://cdn2.editmysite.com/images/common/magnifying-glass.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/common/magnifying-glass.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:58	1339/1339	---M--	200	added ('OK')	image/png	etag:%227f208cd1cc918ae5088070461c4a1b65%22	http://cdn2.editmysite.com/images/common/checkmarks/checkmark-mini.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/common/checkmarks/checkmark-mini.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:58	1865/1865	---M--	200	added ('OK')	image/png	etag:%228df3aad1dd34b94e6e684306c27c73bb%22	http://cdn2.editmysite.com/images/common/checkmarks/@2x/checkmark-mini.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/common/checkmarks/@2x/checkmark-mini.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:58	988/988	---M--	200	added ('OK')	image/png	etag:%22eb3b544026f61fb10103079670aa1bd6%22	http://cdn2.editmysite.com/images/common/search-pagination-bg.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/common/search-pagination-bg.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:58	1011/1011	---M--	200	added ('OK')	image/png	etag:%22e2f97bb893ab9583b1ef723ac9fec14c%22	http://cdn2.editmysite.com/images/util/general/top-triangle-000.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/util/general/top-triangle-000.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:58	1002/1002	---M--	200	added ('OK')	image/png	etag:%226c61f0db734effc53567184a536108b6%22	http://cdn2.editmysite.com/images/util/general/bottom-triangle-000.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/util/general/bottom-triangle-000.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:59	1066/1066	---M--	200	added ('OK')	image/png	etag:%22c9ca62f45f84e46b40453efeaf5fd725%22	http://cdn2.editmysite.com/images/util/general/top-triangle-000@2x.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/util/general/top-triangle-000@2x.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:59	1067/1067	---M--	200	added ('OK')	image/png	etag:%22d0fab6032c5a56faa9b883c02384b9be%22	http://cdn2.editmysite.com/images/util/general/bottom-triangle-000@2x.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/util/general/bottom-triangle-000@2x.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:59	3621/3621	---M--	200	added ('OK')	image/png	etag:%22634da0e9-e25%22	http://cdn2.editmysite.com/sprites/common/social-icons-s5ea5500bdb.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/sprites/common/social-icons-s5ea5500bdb.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:04:59	8838/8838	---M--	200	added ('OK')	image/png	etag:%22634da0e9-2286%22	http://cdn2.editmysite.com/sprites/common/social-icons/@2x-s0ae7d70c70.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/sprites/common/social-icons/@2x-s0ae7d70c70.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:00	454/454	---M--	200	added ('OK')	image/png	etag:%22634da0e9-1c6%22	http://cdn2.editmysite.com/sprites/site/mini-cart-s86c48effae.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/sprites/site/mini-cart-s86c48effae.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:00	909/909	---M--	200	added ('OK')	image/png	etag:%226344533f-38d%22	http://cdn2.editmysite.com/sprites/site/mini-cart/@2x-s576cbc3f90.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/sprites/site/mini-cart/@2x-s576cbc3f90.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:00	714/714	---M--	200	added ('OK')	image/gif	etag:%229db7e11be99577dee73d85db978342f6%22	http://cdn2.editmysite.com/images/loading.gif	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/loading.gif	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:00	1291/1291	---M--	200	added ('OK')	image/png	etag:%226344533f-50b%22	http://cdn2.editmysite.com/sprites/site/mobile/commerce-sdf6d4e852c.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/sprites/site/mobile/commerce-sdf6d4e852c.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:00	2582/2582	---M--	200	added ('OK')	image/png	etag:%226344533f-a16%22	http://cdn2.editmysite.com/sprites/site/mobile/commerce/@2x-s82f968c453.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/sprites/site/mobile/commerce/@2x-s82f968c453.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:01	1902/1902	---M--	200	added ('OK')	image/png	etag:%22a526ca0bb15d0faf28ffb7c4f2d14373%22	http://cdn2.editmysite.com/images/site/checkout/paypal.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/site/checkout/paypal.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:01	3056/3056	---M--	200	added ('OK')	image/png	etag:%22edcde56e92107a1962f0890dcd2dd6f2%22	http://cdn2.editmysite.com/images/site/checkout/@2x/paypal.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/site/checkout/@2x/paypal.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:01	5181/5181	---M--	200	added ('OK')	image/png	etag:%222742956466db14d50d858b3624f123b8%22	http://cdn2.editmysite.com/images/site/checkout/credit-cards.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/site/checkout/credit-cards.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:02	1145/1145	---M--	200	added ('OK')	image/png	etag:%22ba0b941a05576ff09c950b693da6afbc%22	http://cdn2.editmysite.com/images/site/checkout/print.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/site/checkout/print.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:02	12168/12168	---M--	200	added ('OK')	image/png	etag:%221778dc531f5ed3e94d6e5661225d6173%22	http://cdn2.editmysite.com/images/site/checkout/@2x/credit-cards.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/site/checkout/@2x/credit-cards.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:02	1458/1458	---M--	200	added ('OK')	image/png	etag:%22c258b4a2a7fcca38b1ee83a249d1e801%22	http://cdn2.editmysite.com/images/site/checkout/print@2x.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/site/checkout/print@2x.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:02	613/613	---M--	200	added ('OK')	image/png	etag:%222ca61b76e22053571dd8611e5aac4900%22	http://cdn2.editmysite.com/images/vendor/select2/select2.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/vendor/select2/select2.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:02	1849/1849	---M--	200	added ('OK')	image/gif	etag:%227b9776076d5fceef4993b55c9383dedd%22	http://cdn2.editmysite.com/images/vendor/select2/select2-spinner.gif	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/vendor/select2/select2-spinner.gif	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:02	845/845	---M--	200	added ('OK')	image/png	etag:%2249e3f006018662f60f1db2aec0b2cca9%22	http://cdn2.editmysite.com/images/vendor/select2/select2x2.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/vendor/select2/select2x2.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:03	1427/1427	---M--	200	added ('OK')	image/png	etag:%227389472da097fca2bf68005668dc790e%22	http://cdn2.editmysite.com/images/util/spinner/spinner-dark.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/util/spinner/spinner-dark.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:03	1462/1462	---M--	200	added ('OK')	image/png	etag:%227d2f824c89c67c4f9760790942f0c7ac%22	http://cdn2.editmysite.com/images/util/spinner/spinner-light.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/util/spinner/spinner-light.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:03	4642/4642	---M--	200	added ('OK')	image/gif	etag:%22fefb6c4668bb0306bdafce4f2d60f31b%22	http://cdn2.editmysite.com/images/util/loading-white-w24.gif	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/util/loading-white-w24.gif	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:03	46/46	---M--	200	added ('OK')	image/gif	etag:%2265b4a2162b0f82abb91661fc20946b1d%22	http://cdn2.editmysite.com/images/common/form_input_bg.gif	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/common/form_input_bg.gif	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:04	341/341	---M--	200	added ('OK')	image/png	etag:%22634da0e9-155%22	http://cdn2.editmysite.com/sprites/site/forms-s3786257308.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/sprites/site/forms-s3786257308.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:04	712/712	---M--	200	added ('OK')	image/png	etag:%22633f28b3-2c8%22	http://cdn2.editmysite.com/sprites/site/forms/@2x-s47607b315a.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/sprites/site/forms/@2x-s47607b315a.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:04	43/43	---M--	200	added ('OK')	image/gif	etag:%22fc94fb0c3ed8a8f909dbc7630a0987ff%22	http://cdn2.editmysite.com/images/blank.gif	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/blank.gif	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:04	3208/3208	---M--	200	added ('OK')	image/gif	etag:%2237e24e0370847870c1c43ea9ce19b1f4%22	http://cdn2.editmysite.com/images/old/photoswipe/loader.gif	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/old/photoswipe/loader.gif	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:05	3431/3431	---M--	200	added ('OK')	image/gif	etag:%22ba74ee750dba610732a5160df3c37df1%22	http://cdn2.editmysite.com/images/old/photoswipe/error.gif	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/old/photoswipe/error.gif	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:05	3346/3346	---M--	200	added ('OK')	image/png	etag:%22fd9479c719fbb3057c383832be86906d%22	http://cdn2.editmysite.com/images/old/photoswipe/icons.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/old/photoswipe/icons.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:05	5445/5445	---M--	200	added ('OK')	image/png	etag:%22feaac34e0454adac63f34484d6aa2102%22	http://cdn2.editmysite.com/images/old/photoswipe/icons@2x.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/old/photoswipe/icons@2x.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1666135064)
21:05:05	1362/1362	---M--	200	added ('OK')	image/png	etag:%22783d4031fe50c3d83c960911e1fbc705%22	http://cdn2.editmysite.com/images/old/fancybox/fancybox_sprite.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/old/fancybox/fancybox_sprite.png	(from http://cdn2.editmysite.com/css/old/fancybox.css?1666135064)
21:05:06	3866/3866	---M--	200	added ('OK')	image/gif	etag:%22c6f1ad4957e50b83bb27691df8bc3f41%22	http://cdn2.editmysite.com/images/old/fancybox/fancybox_loading.gif	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/old/fancybox/fancybox_loading.gif	(from http://cdn2.editmysite.com/css/old/fancybox.css?1666135064)
21:05:06	43/43	---M--	200	added ('OK')	image/gif	etag:%22325472601571f31e1bf00674c368d335%22	http://cdn2.editmysite.com/images/old/fancybox/blank.gif	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/old/fancybox/blank.gif	(from http://cdn2.editmysite.com/css/old/fancybox.css?1666135064)
21:05:06	923/923	---M--	200	added ('OK')	image/png	etag:%22d84e6be6a8595cbe395d2e0cf60ae249%22	http://cdn2.editmysite.com/images/old/fancybox/fancybox_overlay.png	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/images/old/fancybox/fancybox_overlay.png	(from http://cdn2.editmysite.com/css/old/fancybox.css?1666135064)
21:05:07	1017/1017	---M--	200	added ('OK')	image/png	etag:%22c9b559aea8e8b190535cdcd4d59ff662%22	https://forestglasstest0.weebly.com/files/theme/images/select-dropdown.png?1666227795	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/forestglasstest0.weebly.com/files/theme/images/select-dropdown032e.png	(from https://forestglasstest0.weebly.com/files/main_style.css?1666227795)
21:05:12	27955/27955	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22633cb09f-6d33%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/regular.eot	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/regular.eot	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:13	24320/24320	---M--	200	added ('OK')	font/woff2	etag:%226348457e-5f00%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/regular.woff2	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/regular.woff2	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:14	29844/29844	---M--	200	added ('OK')	font/woff	etag:%226348457e-7494%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/regular.woff	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/regular.woff	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:17	79932/79932	---M-Z	200	added ('OK')	application/octet-stream	etag:%226344533b-1383c%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/regular.ttf	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/regular.ttf	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:17	27955/27955	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22634da0e4-6d33%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/regular.eot?	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/regulard41d.eot	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:18	30724/30724	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22634da0e4-7804%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/italic.eot	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/italic.eot	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:21	26464/26464	---M--	200	added ('OK')	font/woff2	etag:%226344533b-6760%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/italic.woff2	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/italic.woff2	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:22	30724/30724	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22633f28ad-7804%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/italic.eot?	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/italicd41d.eot	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:23	32432/32432	---M--	200	added ('OK')	font/woff	etag:%22634da0e4-7eb0%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/italic.woff	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/italic.woff	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:27	83192/83192	---M-Z	200	added ('OK')	application/octet-stream	etag:%226344533b-144f8%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/italic.ttf	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/italic.ttf	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:27	27905/27905	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22634da0e4-6d01%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/bold.eot	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/bold.eot	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:27	24232/24232	---M--	200	added ('OK')	font/woff2	etag:%22633cb09f-5ea8%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/bold.woff2	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/bold.woff2	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:32	27905/27905	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22634da0e4-6d01%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/bold.eot?	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/boldd41d.eot	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:33	29860/29860	---M--	200	added ('OK')	font/woff	etag:%22634da0e4-74a4%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/bold.woff	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/bold.woff	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:33	81792/81792	---M-Z	200	added ('OK')	application/octet-stream	etag:%22633f28ad-13f80%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/bold.ttf	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/bold.ttf	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:37	29075/29075	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22634da0e4-7193%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/bolditalic.eot	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/bolditalic.eot	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:37	25260/25260	---M--	200	added ('OK')	font/woff2	etag:%226344533b-62ac%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/bolditalic.woff2	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/bolditalic.woff2	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:38	29075/29075	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%226348457e-7193%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/bolditalic.eot?	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/bolditalicd41d.eot	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:42	31104/31104	---M--	200	added ('OK')	font/woff	etag:%226348457e-7980%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/bolditalic.woff	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/bolditalic.woff	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:42	81876/81876	---M-Z	200	added ('OK')	application/octet-stream	etag:%22634da0e4-13fd4%22	http://cdn2.editmysite.com/fonts/Quattrocento_Sans/bolditalic.ttf	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento_Sans/bolditalic.ttf	(from http://cdn2.editmysite.com/fonts/Quattrocento_Sans/font.css?2)
21:05:44	40930/40930	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22634da0e4-9fe2%22	http://cdn2.editmysite.com/fonts/Quattrocento/regular.eot	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento/regular.eot	(from http://cdn2.editmysite.com/fonts/Quattrocento/font.css?2)
21:05:48	35872/35872	---M--	200	added ('OK')	font/woff2	etag:%22633f28ad-8c20%22	http://cdn2.editmysite.com/fonts/Quattrocento/regular.woff2	D:/DocumentsD/HTTrack/Portfolio%20Site%20First%20Draft%203/cdn2.editmysite.com/fonts/Quattrocento/regular.woff2	(from http://cdn2.editmysite.com/fonts/Quattrocento/font.css?2)
